title,citation,year,pmid
"14-day triple, 5-day concomitant, and 10-day sequential therapies for Helicobacter pylori infection in seven Latin American sites: a randomised trial.",Lancet 2011 Aug;378(9790):507-14.,2011,21777974
13C-urea breath test for the diagnosis of Helicobacter pylori infection in children: a systematic review and meta-analysis.,Helicobacter 2011 Aug;16(4):327-37.,2011,21762274
"Decreasing trend of Helicobacter pylori infection in children with gastrointestinal symptoms from Buenos Aires, Argentina.",Helicobacter 2011 Aug;16(4):316-9.,2011,21762272
Second-line Helicobacter pylori eradication: a randomized comparison of 1-week or 2-week bismuth-containing quadruple therapy.,Helicobacter 2011 Aug;16(4):289-94.,2011,21762268
"Intravenous landiolol, a novel β(1)-adrenergic blocker, reduces the minimum alveolar concentration of sevoflurane in women.",J Clin Anesth 2011 Jun;23(4):292-6.,2011,21663813
"Safety, tolerability, and impact on allergic inflammation of autologous E.coli autovaccine in the treatment of house dust mite asthma--a prospective open clinical trial.",BMC Complement Altern Med 2011 Jun;11:45.,2011,21639872
Empirical modified sequential therapy containing levofloxacin and high-dose esomeprazole in second-line therapy for Helicobacter pylori infection: a multicentre clinical trial.,J. Antimicrob. Chemother. 2011 Aug;66(8):1847-52.,2011,21632579
"Efficacy of 2-week, second-line Helicobacter pylori eradication therapy using rabeprazole, amoxicillin, and metronidazole for the Japanese population.",Helicobacter 2011 Jun;16(3):234-40.,2011,21585610
A new modified concomitant therapy for Helicobacter pylori eradication in Turkey.,Helicobacter 2011 Jun;16(3):225-8.,2011,21585608
Bovine antibody-based oral immunotherapy for reduction of intragastric Helicobacter pylori colonization: a randomized clinical trial.,Can. J. Gastroenterol. 2011 Apr;25(4):207-13.,2011,21523262
Diffuse duodenal nodular lymphoid hyperplasia: a large cohort of patients etiologically related to Helicobacter pylori infection.,BMC Gastroenterol 2011 Apr;11:36.,2011,21481240
Complete healing of chronic wounds of a lower leg with haemoglobin spray and regeneration of an accompanying severe dermatoliposclerosis with intermittent normobaric oxygen inhalation (INBOI): a case report.,Ger Med Sci 2011 Mar;9:Doc08.,2011,21468328
"Helicobacter pylori negative, non-steroidal anti-inflammatory drug-negative peptic ulcers in India.",Indian J Gastroenterol 2011 Feb;30(1):33-7.,2011,21424697
Inspiratory muscle strength training improves weaning outcome in failure to wean patients: a randomized trial.,Crit Care 2011 ;15(2):R84.,2011,21385346
"Sequential therapy compared with standard triple therapy for Helicobacter pylori eradication in children: a double-blind, randomized, controlled trial.",J. Pediatr. 2011 Jul;159(1):45-9.,2011,21371717
"Double-blind randomized trial of quadruple sequential Helicobacter pylori eradication therapy in asymptomatic infected children in El Paso, Texas.",J. Pediatr. Gastroenterol. Nutr. 2011 Mar;52(3):319-25.,2011,21336156
"Applicability of a rapid stool antigen test, using monoclonal antibody to catalase, for the management of Helicobacter pylori infection.",J. Gastroenterol. 2011 Apr;46(4):487-91.,2011,21264478
Age and gender differences in urea breath test results.,Eur. J. Clin. Invest. 2011 Jul;41(7):767-72.,2011,21261618
"[Effect of acid pump antagonist (Revaprazan, Revanex(R)) on the result of 13C urea breath test in the patients with Helicobacter pylori associated peptic ulcer disease].",Korean J Gastroenterol 2011 Jan;57(1):1-2.,2011,21258193
[CCERW: a new rule to predict treatment failure in patients with community-acquired pneumonia in middle aged and elderly people].,Zhongguo Wei Zhong Bing Ji Jiu Yi Xue 2011 Jan;23(1):10-7.,2011,21251359
Sequential therapy in clarithromycin-sensitive and -resistant Helicobacter pylori based on polymerase chain reaction molecular test.,J. Gastroenterol. Hepatol. 2011 May;26(5):825-8.,2011,21251064
High levels of circulating leukocyte microparticles are associated with better outcome in acute respiratory distress syndrome.,Crit Care 2011 ;15(1):R31.,2011,21244685
Moxifloxacin-tetracycline-lansoprazole triple therapy for first-line treatment of Helicobacter pylori infection: a prospective study.,Helicobacter 2011 Feb;16(1):52-4.,2011,21241413
Pediatric Helicobacter pylori infection and circulating T-lymphocyte activation and differentiation.,Helicobacter 2011 Feb;16(1):27-35.,2011,21241409
Effect of Helicobacter pylori infection on growth velocity of school-age Andean children.,Epidemiology 2011 Jan;22(1):118-26.,2011,21068668
Eight-year follow-up of patients with immune thrombocytopenic purpura related toH. pyloriinfection.,Platelets 2011 ;22(1):61-4.,2011,20942598
Helicobacter pylori eradication therapy in obese patients undergoing gastric bypass surgery--fourteen days superior to seven days?,Obes Surg 2011 Sep;21(9):1377-81.,2011,20838918
Prognostic value of procalcitonin in community-acquired pneumonia.,Eur. Respir. J. 2011 Feb;37(2):384-92.,2011,20595156
Risk factors associated with Helicobacter pylori infection treatment failure in a high prevalence area.,Epidemiol. Infect. 2011 Apr;139(4):581-90.,2011,20525411
CagA-positive Helicobacter pylori strains enhanced coronary atherosclerosis by increasing serum OxLDL and HsCRP in patients with coronary heart disease.,Dig. Dis. Sci. 2011 Jan;56(1):109-14.,2011,20503072
Role of Helicobacter species in Chinese patients with inflammatory bowel disease.,J. Clin. Microbiol. 2011 May;49(5):1987-9.,2011,21346040
Diagnosis of Helicobacter pylori infection.,Helicobacter 2010 Sep;15 Suppl 1:7-13.,2010,21054647
Sequential metronidazole-furazolidone or clarithromycin-furazolidone compared to clarithromycin-based quadruple regimens for the eradication of Helicobacter pylori in peptic ulcer disease: a double-blind randomized controlled trial.,Helicobacter 2010 Dec;15(6):497-504.,2010,21073605
Comparative study of therapeutic effects of PPI and H2RA on ulcers during continuous aspirin therapy.,World J. Gastroenterol. 2010 Nov;16(42):5342-6.,2010,21072898
14C-urea breath test is safe for pediatric patients.,Nucl Med Commun 2010 Sep;31(9):830-5.,2010,20864821
Noninvasive stool antigen assay for screening of Helicobacter pylori infection and assessing success of eradication therapy in patients on hemodialysis.,Iran J Kidney Dis 2010 Oct;4(4):317-21.,2010,20852374
"The effect of Helicobacter pylori eradication on macrophage migration inhibitory factor, C-reactive protein and fetuin-a levels.",Clinics (Sao Paulo) 2010 Jun;65(8):799-802.,2010,20835558
Pharmacogenetics of esomeprazole or rabeprazole-based triple therapy in Helicobacter pylori eradication in Hong Kong non-ulcer dyspepsia Chinese subjects.,J Clin Pharm Ther 2010 Jun;35(3):343-50.,2010,20831535
Age-dependent eradication of Helicobacter pylori in Japanese patients.,World J. Gastroenterol. 2010 Sep;16(33):4176-9.,2010,20806435
The assessment of carotid intima media thickness and serum paraoxonase-1 activity in Helicobacter pylori positive subjects.,Lipids Health Dis 2010 Aug;9:92.,2010,20804546
Management of Helicobacter pylori infection.,Expert Rev Anti Infect Ther 2010 Aug;8(8):887-92.,2010,20695744
[Culture and polymerase chain reaction of Helicobacter pylori from rectal and terminal ileal fluid after polyethylene glycol (colyte) ingestion in healthy adults with positive urea breath test].,Korean J Gastroenterol 2010 Jul;56(1):27-32.,2010,20664315
Efficacy of 1-week proton pump inhibitor triple therapy as first-line Helicobacter pylori eradication regime in Asian patients: is it still effective 10 years on?,J Dig Dis 2010 Aug;11(4):244-8.,2010,20649738
Should increased levels of urinary 8-hydroxydeoxyguanosine in chronic gastritis imply intestinal metaplasia or gastric atrophy?,South. Med. J. 2010 Aug;103(8):753-7.,2010,20622725
[The trend of eradication rate of Helicobacter pylori infection and clinical factors that affect the eradication of first-line therapy].,Korean J Gastroenterol 2010 Jun;55(6):368-75.,2010,20571304
Endoscopic tests for the diagnosis of Helicobacter pylori infection in children: Validation of rapid urease test.,Helicobacter 2010 Jun;15(3):227-32.,2010,20557365
The effect of probiotics and mucoprotective agents on PPI-based triple therapy for eradication of Helicobacter pylori.,Helicobacter 2010 Jun;15(3):206-13.,2010,20557362
Influence of CYP2C19 functional polymorphism on Helicobacter pylori eradication.,Turk J Gastroenterol 2010 Mar;21(1):23-8.,2010,20533108
"Clinical evaluation of dyspepsia in patients with functional dyspepsia, with the history of Helicobacter pylori eradication therapy in Cipto Mangunkusumo Hospital, Jakarta.",Acta Med Indones 2010 Apr;42(2):86-93.,2010,20513933
Rescue therapy using a rifabutin-based regimen is effective for cure of Helicobacter pylori infection.,Can. J. Gastroenterol. 2010 May;24(5):303-6.,2010,20485704
Biofilm demolition and antibiotic treatment to eradicate resistant Helicobacter pylori: a clinical trial.,Clin. Gastroenterol. Hepatol. 2010 Sep;8(9):817-820.e3.,2010,20478402
"A randomized controlled trial: efficacy and safety of azithromycin, ofloxacin, bismuth, and omeprazole compared with amoxicillin, clarithromycin, bismuth, and omeprazole as second-line therapy in patients with Helicobacter pylori infection.",Helicobacter 2010 Apr;15(2):154-9.,2010,20402818
Ten-day sequential therapy as first-line treatment for Helicobacter pylori infection in Korea: a retrospective study.,Helicobacter 2010 Apr;15(2):148-53.,2010,20402817
[Efficacy of moxifloxacin-based triple therapy to eradicate Helicobacter pylori infection].,Zhonghua Yi Xue Za Zhi 2010 Jan;90(2):87-91.,2010,20356488
Helicobacter pylori reinfection in Brazilian patients with peptic ulcer disease: a 5-year follow-up.,Helicobacter 2010 Feb;15(1):46-52.,2010,20302589
Efficacy of standard triple therapy in the treatment of Helicobacter pylori infection: experience from Kuwait.,Dig. Dis. Sci. 2010 Nov;55(11):3120-3.,2010,20165981
Prevalence of Helicobacter pylori infection among new outpatients with dyspepsia in Kuwait.,BMC Gastroenterol 2010 Feb;10:14.,2010,20128917
Helicobacter pylori antibiotic resistance and [13C]urea breath test values.,J. Med. Microbiol. 2010 May;59(Pt 5):588-91.,2010,20093375
A comparison amongst three rapid urease tests to diagnose Helicobacter pylori infection in 375 consecutive dyspeptic.,Intern Emerg Med 2010 Feb;5(1):41-7.,2010,20082190
Prevalence of Helicobacter pylori infection in duodenal ulcer and gastro-duodenal ulcer diseases in Taiwan.,J. Gastroenterol. Hepatol. 2010 May;25(5):919-22.,2010,20074147
Comparative accuracy of 3 monoclonal stool tests for diagnosis of Helicobacter pylori infection among patients with dyspepsia.,Clin. Infect. Dis. 2010 Feb;50(3):323-8.,2010,20043753
Ten-day sequential therapy of Helicobacter pylori infection in Thailand.,Am. J. Gastroenterol. 2010 May;105(5):1071-5.,2010,20010919
A placebo-controlled trial of 10-day bismuth-based quadruple therapy to eradicate Helicobacter pylori infection; a pilot study for the large Linqu County trial.,Eur J Gastroenterol Hepatol 2010 May;22(5):597-601.,2010,19996977
Sequential and concomitant therapy with four drugs is equally effective for eradication of H pylori infection.,Clin. Gastroenterol. Hepatol. 2010 Jan;8(1):36-41.e1.,2010,19804842
Helicobacter pylori diagnostic tests in children: review of the literature from 1999 to 2009.,Eur. J. Pediatr. 2010 Jan;169(1):15-25.,2010,19618211
Comparative analysis of selected exhaled breath biomarkers obtained with two different temperature-controlled devices.,BMC Pulm Med 2009 Nov;9:48.,2009,19948050
Interpretation of non-invasive breath tests using (13)C-labeled substrates--a preliminary report with (13)C-methacetin.,Eur. J. Med. Res. 2009 ;14:547-50.,2009,20149989
Upper gastrointestinal abnormalities and Helicobacter pylori in Behçet's disease.,Int. J. Dermatol. 2009 Nov;48(11):1174-6.,2009,20064169
Association of Helicobacter pylori infection and height of Mexican children of low socioeconomic level attending boarding schools.,Am. J. Trop. Med. Hyg. 2009 Dec;81(6):1091-6.,2009,19996442
[Diagnosis and treatment guidelines for Helicobacter pylori infection in Korea].,Korean J Gastroenterol 2009 Nov;54(5):269-78.,2009,19934608
Results of a prospective comparison pilot validation study of a low-dose tablet formulation 13C urea and citric acid breath test employing a novel automated nondispersive isotope selective infrared spectroscopy analyser for the diagnosis of Helicobacter pylori infection.,Eur J Gastroenterol Hepatol 2009 Nov;21(11):1321-2.,2009,19826381
FRAGMATIC: a randomised phase III clinical trial investigating the effect of fragmin added to standard therapy in patients with lung cancer.,BMC Cancer 2009 Oct;9:355.,2009,19807917
Effect of dental plaque control on infection of Helicobacter pylori in gastric mucosa.,J. Periodontol. 2009 Oct;80(10):1606-9.,2009,19792849
Proof-of-concept study on the suitability of 13C-urea as a marker substance for assessment of in vivo behaviour of oral colon-targeted dosage forms.,Br. J. Pharmacol. 2009 Sep;158(2):532-40.,2009,19732063
Helicobacter pylori infection in pediatrics.,Helicobacter 2009 Sep;14 Suppl 1:52-7.,2009,19712169
Diagnosis of Helicobacter pylori infection.,Helicobacter 2009 Sep;14 Suppl 1:8-14.,2009,19712162
New FTIR methodology for the evaluation of (13)C/(12)C isotope ratio in Helicobacter pylori infection diagnosis.,J. Infect. 2009 Aug;59(2):90-4.,2009,19596442
"[The prevalence of Helicobacter pylori infection in Korean patients with inflammatory bowel disease, a multicenter study].",Korean J Gastroenterol 2009 Jun;53(6):341-7.,2009,19556840
Use of the lactose-[13C]ureide breath test for diagnosis of small bowel bacterial overgrowth: comparison to the glucose hydrogen breath test.,J. Gastroenterol. 2009 ;44(9):944-51.,2009,19551459
Treatment of Helicobacter pylori infection with intra-gastric violet light phototherapy: a pilot clinical trial.,Lasers Surg Med 2009 Jul;41(5):337-44.,2009,19533762
The efficacy of Helicobacter pylori eradication regimen with and without vitamin C supplementation.,Dig Liver Dis 2009 Sep;41(9):644-7.,2009,19493713
Performance of acidified 14C-urea capsule breath test during pantoprazole and ranitidine treatment.,J. Gastroenterol. Hepatol. 2009 Jul;24(7):1248-51.,2009,19486449
Morphologic and dynamic renal imaging with assessment of glomerular filtration rate in a pcy-mouse model using a clinical 3.0 Tesla scanner.,Invest Radiol 2009 Aug;44(8):469-75.,2009,19465861
Comparison of a monoclonal with a polyclonal antibody-based enzyme immunoassay stool test in diagnosing Helicobacter pylori infection after eradication therapy.,J. Gastroenterol. 2009 ;44(7):713-6.,2009,19458898
Safety of 14C-UBT for diagnosis of Helicobacter pylori infection in pregnancy.,Can Fam Physician 2009 May;55(5):479-80.,2009,19439698
Accuracy of urea breath tests tablets after 10 minutes compared with standard 30 minutes to diagnose and monitoring Helicobacter pylori infection: a randomized controlled trial.,J. Clin. Gastroenterol. 2009 Aug;43(7):693-4.,2009,19398928
Intrafamilial spread of Helicobacter pylori infection in Greece.,J. Clin. Gastroenterol. 2009 Sep;43(8):711-5.,2009,19384244
Accuracy of diagnostic tests for Helicobacter pylori: a reappraisal.,Clin. Infect. Dis. 2009 May;48(10):1385-91.,2009,19368506
Midregional proadrenomedullin as a prognostic tool in community-acquired pneumonia.,Chest 2009 Sep;136(3):823-831.,2009,19363212
Dietary sulforaphane-rich broccoli sprouts reduce colonization and attenuate gastritis in Helicobacter pylori-infected mice and humans.,Cancer Prev Res (Phila) 2009 Apr;2(4):353-60.,2009,19349290
Interpreting data in the face of competing explanations: assessing the hypothesis that observed spontaneous clearance of Helicobacter pylori was all measurement error.,Int J Epidemiol 2009 Aug;38(4):1110-7.,2009,19307253
Evaluation of a latex agglutination test (PYLOGEN) for the detection of Helicobacter pylori in stool specimens.,Diagn. Microbiol. Infect. Dis. 2009 Apr;63(4):349-53.,2009,19232854
Prospective comparison of severity scores for predicting clinically relevant outcomes for patients hospitalized with community-acquired pneumonia.,Chest 2009 Jun;135(6):1572-1579.,2009,19141524
Risk factors for complicated parapneumonic effusion and empyema on presentation to hospital with community-acquired pneumonia.,Thorax 2009 Jul;64(7):592-7.,2009,19131449
Comparison of noninvasive diagnostic tests for Helicobacter pylori infection.,Med Princ Pract 2009 ;18(1):57-61.,2009,19060493
Efficacy of the standard quadruple therapy versus triple therapies containing proton pump inhibitor plus amoxicillin and clarithromycin or amoxicillin-clavulanic acid and metronidazole for Helicobacter pylori eradication in children.,Dig. Dis. Sci. 2009 Aug;54(8):1720-4.,2009,19005755
Sleeve gastrectomy leads to Helicobacter pylori eradication.,Obes Surg 2009 Jun;19(6):751-6.,2009,18830786
"Helicobacter pylori eradication may induce de novo, but transient and mild, reflux esophagitis: Prospective endoscopic evaluation.",J. Gastroenterol. Hepatol. 2009 Jan;24(1):107-13.,2009,18823429
Diagnostic value of rapid urease test and urea breath test for Helicobacter pylori detection in patients with Billroth II gastrectomy: a prospective controlled trial.,Dig Liver Dis 2009 Jan;41(1):4-8.,2009,18606579
The relation between Helicobacter pylori infection and cardiac syndrome X: a preliminary study.,Int. J. Cardiol. 2009 May;134(3):e124-5.,2009,18501447
Improved performance of a rapid office-based stool test for detection of Helicobacter pylori in children before and after therapy.,J. Clin. Microbiol. 2009 Dec;47(12):3980-4.,2009,19846631
Comparison of cysteinyl leukotriene concentrations between exhaled breath condensate and bronchoalveolar lavage fluid.,Clin. Exp. Allergy 2008 Dec;38(12):1866-74.,2008,19037963
Helicobacter hypothesis for idiopathic parkinsonism: before and beyond.,Helicobacter 2008 Oct;13(5):309-22.,2008,19250506
[Correlation of Helicobacter pylori infection with the expression of COX-2 and EGFR and VEGF in human gastric carcinoma].,Zhonghua Zhong Liu Za Zhi 2008 Sep;30(9):668-71.,2008,19173907
"Relationships between Helicobacter pylori infection status, endoscopic, histopathological findings, and cytokine production in the duodenum of Crohn's disease patients.",J. Gastroenterol. Hepatol. 2008 Dec;23 Suppl 2:S193-7.,2008,19120897
Swiss tertiary care center experience challenges the age-cohort effect in Helicobacter pylori infection.,J Gastrointestin Liver Dis 2008 Dec;17(4):373-7.,2008,19104695
Do urea breath test (UBT) referrals for Helicobacter pylori testing match the clinical guidelines in primary care practice? A prospective observational study.,J Eval Clin Pract 2008 Oct;14(5):799-802.,2008,19018913
Helicobacter pylori infection detected by 14C-urea breath test is associated with iron deficiency anemia in pregnant women.,J. Obstet. Gynaecol. Res. 2008 Dec;34(6):980-5.,2008,19012696
Helicobacter pylori eradication: a novel therapeutic option in chronic immune thrombocytopenic purpura.,Med. J. Aust. 2008 Oct;189(7):367-70.,2008,18837678
Comparison of the 13C-urea breath test and the endoscopic phenol red mucosal pH test in the quantification of Helicobacter pylori infection loading.,Korean J. Intern. Med. 2008 Sep;23(3):134-9.,2008,18787366
Causal relationship of Helicobacter pylori with iron-deficiency anemia or failure of iron supplementation in children.,Gastroenterology 2008 Nov;135(5):1534-42.,2008,18775429
Evaluation of a novel monoclonal-based antigen-in-stool enzyme immunoassay (Premier Platinum HpSA PLUS) for diagnosis of Helicobacter pylori infection in Vietnamese children.,Helicobacter 2008 Aug;13(4):269-73.,2008,18665935
Does the diagnostic accuracy of the 13C-urea breath test vary with age even after the application of urea hydrolysis rate?,Helicobacter 2008 Aug;13(4):239-44.,2008,18665931
Alterations of the arginine metabolome in asthma.,Am. J. Respir. Crit. Care Med. 2008 Oct;178(7):673-81.,2008,18635886
Ten-day sequential treatment for Helicobacter pylori eradication in clinical practice.,Am. J. Gastroenterol. 2008 Sep;103(9):2220-3.,2008,18564109
"Short-term triple therapy with azithromycin for Helicobacter pylori eradication: low cost, high compliance, but low efficacy.",BMC Gastroenterol 2008 May;8:20.,2008,18510773
Cost effectiveness analysis of population-based serology screening and (13)C-Urea breath test for Helicobacter pylori to prevent gastric cancer: a markov model.,World J. Gastroenterol. 2008 May;14(19):3021-7.,2008,18494053
"Efficacy of the natural antioxidant astaxanthin in the treatment of functional dyspepsia in patients with or without Helicobacter pylori infection: A prospective, randomized, double blind, and placebo-controlled study.",Phytomedicine 2008 Jun;15(6-7):391-9.,2008,18467083
Prevalence and predictive signs for gastrointestinal lesions in premenopausal women with iron deficiency anemia.,Dig. Dis. Sci. 2008 Dec;53(12):3138-44.,2008,18465236
Correspondence between Helicobacter pylori antibodies and urea breath test results in a US-Mexico birth cohort.,Paediatr Perinat Epidemiol 2008 May;22(3):302-12.,2008,18426526
Correlation of T cell response and bacterial clearance in human volunteers challenged with Helicobacter pylori revealed by randomised controlled vaccination with Ty21a-based Salmonella vaccines.,Gut 2008 Aug;57(8):1065-72.,2008,18417532
The seroepidemiology of Helicobacter pylori infection in Australia.,Int. J. Infect. Dis. 2008 Sep;12(5):500-4.,2008,18400542
Significantly elevated Helicobacter pylori density and different genotype distribution in erosions as compared with normal gastric biopsy specimen detected by quantitative real-time PCR.,Eur J Gastroenterol Hepatol 2008 Apr;20(4):305-13.,2008,18334874
Scintigraphic evaluation of gallbladder motor functions in H pylori positive and negative patients in the stomach with dyspepsia.,World J. Gastroenterol. 2008 Mar;14(9):1406-10.,2008,18322956
Inhibition of Helicobacter pylori infection in humans by Lactobacillus reuteri ATCC 55730 and effect on eradication therapy: a pilot study.,Helicobacter 2008 Apr;13(2):127-34.,2008,18321302
Fluid and volume monitoring.,Int J Artif Organs 2008 Feb;31(2):111-26.,2008,18311728
Helicobacter pylori test and treat versus proton pump inhibitor in initial management of dyspepsia in primary care: multicentre randomised controlled trial (MRC-CUBE trial).,BMJ 2008 Mar;336(7645):651-4.,2008,18310262
Interpretation of the 13C-urea breath test in the choice of second- and third-line eradication of Helicobacter pylori infection.,J. Gastroenterol. 2008 ;43(2):108-14.,2008,18306984
Comparison of stool antigen immunoassay methods for detecting Helicobacter pylori infection before and after eradication treatment.,Diagn. Microbiol. Infect. Dis. 2008 Jun;61(2):150-5.,2008,18304771
Diagnosis of Helicobacter pylori: improving the sensitivity of CLOtest by increasing the number of gastric antral biopsies.,J. Clin. Gastroenterol. 2008 Apr;42(4):356-60.,2008,18277905
Helicobacter pylori recurrence in developed and developing countries: meta-analysis of 13C-urea breath test follow-up after eradication.,Helicobacter 2008 Feb;13(1):56-61.,2008,18205667
An evaluation of a serologic test with a current infection marker of Helicobacter pylori before and after eradication therapy in Chinese.,Helicobacter 2008 Feb;13(1):49-55.,2008,18205666
Diagnosis of Helicobacter pylori infection with the (13)C-urea breath test by means of GC-MS analysis.,J Sep Sci 2008 Feb;31(2):329-35.,2008,18196527
Second-line rescue therapy with levofloxacin after H. pylori treatment failure: a Spanish multicenter study of 300 patients.,Am. J. Gastroenterol. 2008 Jan;103(1):71-6.,2008,17764498
Isolated H. pylori duodenal colonization and idiopathic duodenal ulcers.,Am. J. Gastroenterol. 2008 Jan;103(1):55-61.,2008,17764496
13C-urea breath test values and Helicobacter pylori eradication.,Dig. Dis. Sci. 2008 Feb;53(2):370-4.,2008,17597398
A new eradication resistance index as a predictor of metronidazole-containing second-line treatment of Helicobacter pylori.,Digestion 2007 ;76(3-4):215-20.,2007,18174683
Methods to detect Helicobacter pylori: from culture to molecular biology.,Helicobacter 2007 Nov;12 Suppl 2:6-11.,2007,17991170
[Validation of a simplified 13C-urea breath test method for the diagnosis of Helicobacter pylori infection].,Rev Esp Enferm Dig 2007 Jul;99(7):392-7.,2007,17973583
Diagnosis of Helicobacter pylori.,Helicobacter 2007 Oct;12 Suppl 1:4-9.,2007,17727453
Current management of Helicobacter pylori infections in the elderly.,Expert Rev Anti Infect Ther 2007 Oct;5(5):845-56.,2007,17914918
An optimized 13C-urea breath test for the diagnosis of H pylori infection.,World J. Gastroenterol. 2007 Nov;13(41):5454-64.,2007,17907288
Effect of sibling number in the household and birth order on prevalence of Helicobacter pylori: a cross-sectional study.,Int J Epidemiol 2007 Dec;36(6):1327-33.,2007,17905807
"Helicobacter pylori, anemia, and iron deficiency: relationships explored among Alaska native children.",Pediatr. Infect. Dis. J. 2007 Oct;26(10):927-34.,2007,17901799
Clinical relevance of short-term day-time breathing disorders in chronic heart failure patients.,Eur. J. Heart Fail. 2007 Sep;9(9):949-54.,2007,17662652
Duodenal mucosa-associated lymphoid tissue lymphoma successfully treated by radiation therapy.,Clin Lymphoma Myeloma 2007 May;7(6):428-31.,2007,17621410
Initial treatment with lansoprazole in young dyspeptic patients with negative urea breath test result: a randomized controlled trial with 12-month follow-up.,Am. J. Gastroenterol. 2007 Jul;102(7):1483-8.,2007,17593161
Evaluation of a novel rapid one-step monoclonal chromatographic immunoassay for detection of Helicobacter pylori in stool from children.,Eur. J. Clin. Microbiol. Infect. Dis. 2007 Jul;26(7):475-80.,2007,17554570
Effect of Bifidobacterium bifidum fermented milk on Helicobacter pylori and serum pepsinogen levels in humans.,J. Dairy Sci. 2007 Jun;90(6):2630-40.,2007,17517703
Which test is best for Helicobacter pylori? A cost-effectiveness model using decision analysis.,Br J Gen Pract 2007 May;57(538):401-3.,2007,17504592
13C-urea breath test during hospitalization for the diagnosis of Helicobacter pylori infection in peptic ulcer bleeding.,Helicobacter 2007 Jun;12(3):231-7.,2007,17493003
Association of Helicobacter pylori and childhood lymphoma.,J. Pediatr. Hematol. Oncol. 2007 May;29(5):301-4.,2007,17483706
Evaluation of 13C-urea breath test and fecal antigen immunoassay to detect Helicobacter pylori infection in Gambian infants.,J. Pediatr. Gastroenterol. Nutr. 2007 May;44(5):650-2.,2007,17460504
"Host and environmental factors for gastric cancer in Babol, the Caspian Sea Coast, Iran.",Eur. J. Cancer Prev. 2007 Jun;16(3):192-5.,2007,17415089
Diagnosis of Helicobacter pylori: invasive and non-invasive tests.,Best Pract Res Clin Gastroenterol 2007 ;21(2):299-313.,2007,17382278
"Helicobacter pylori infection is associated with severe anemia of pregnancy on Pemba Island, Zanzibar.",Am. J. Trop. Med. Hyg. 2007 Mar;76(3):541-8.,2007,17360881
Validity and cost comparison of 14carbon urea breath test for diagnosis of H Pylori in dyspeptic patients.,World J. Gastroenterol. 2007 Feb;13(6):925-9.,2007,17352025
[Helicobacter pylori infection in elderly patients].,Rev Med Interne 2007 Jun;28(6):400-11.,2007,17321643
Helicobacter pylori eradication: a randomized prospective study of triple therapy versus triple therapy plus lactoferrin and probiotics.,Am. J. Gastroenterol. 2007 May;102(5):951-6.,2007,17313499
Update on Helicobacter pylori treatment.,Am Fam Physician 2007 Feb;75(3):351-8.,2007,17304866
"Evaluation of a novel 14C-urea breath test ""Heliprobe"" in diagnosis of Helicobacter pylori infection.",Medicina (Kaunas) 2007 ;43(1):32-5.,2007,17297281
More economic 25 mg 13C-urea breath test can be effective in detecting primary Helicobacter pylori infection in children.,J. Gastroenterol. Hepatol. 2007 Mar;22(3):335-9.,2007,17295763
Patients' attitudes to Helicobacter pylori breath and stool antigen tests compared to blood serology.,J. Infect. 2007 Jul;55(1):19-22.,2007,17276512
The duration of enzyme induction in orocaecal transit time measurements.,Eur J Clin Nutr 2007 Oct;61(10):1162-6.,2007,17268412
Participation of capsaicin-sensitive afferent nerves in the gastric mucosa of patients with Helicobacter pylori-positive or-negative chronic gastritis.,Dig. Dis. Sci. 2007 Feb;52(2):411-7.,2007,17195120
Current concepts in the management of Helicobacter pylori infection: the Maastricht III Consensus Report.,Gut 2007 Jun;56(6):772-81.,2007,17170018
Detection of erythropoietin in exhaled breath condensate of nonhypoxic subjects using a multiplex bead array.,Mediators Inflamm. 2006 ;2006(5):18061.,2006,17392570
13C urea breath test for (Helicobacter pylori): evaluation of 10-minute breath collection.,Can. J. Gastroenterol. 2006 Dec;20(12):775-8.,2006,17171196
13C urea breath test for (Helicobacter pylori): determination of the optimal cut-off point in a Canadian community population.,Can. J. Gastroenterol. 2006 Dec;20(12):770-4.,2006,17171195
High accuracy of noninvasive tests to diagnose Helicobacter pylori infection in very young children.,J. Pediatr. 2006 Dec;149(6):817-21.,2006,17137899
Positive correlation between standardized uptake values of FDG uptake in the stomach and the value of the C-13 urea breath test.,Clin Nucl Med 2006 Dec;31(12):792-4.,2006,17117075
"Effect of the folk remedy, Bainiku-ekisu, a concentrate of Prunus mume juice, on Helicobacter pylori infection in humans.",Helicobacter 2006 Dec;11(6):589-91.,2006,17083382
2-week triple therapy for Helicobacter pylori infection is better than 1-week in clinical practice: a large prospective single-center randomized study.,Helicobacter 2006 Dec;11(6):562-8.,2006,17083378
Susceptibility-guided vs. empiric retreatment of Helicobacter pylori infection after treatment failure.,Dig. Dis. Sci. 2006 Dec;51(12):2316-21.,2006,17078005
Usefulness of the immunological rapid urease test for detection of Helicobacter pylori in patients who are reluctant to undergo endoscopic biopsies.,Dig. Dis. Sci. 2006 Dec;51(12):2302-5.,2006,17078004
Shift work increases the frequency of duodenal ulcer in H pylori infected workers.,Occup Environ Med 2006 Nov;63(11):773-5.,2006,17050745
Corpus-predominant gastritis as a risk factor for false-negative 13C-urea breath test results.,Aliment. Pharmacol. Ther. 2006 Nov;24(10):1453-60.,2006,17032284
